ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.1906,-9.3302,0.2336,-3.1762,-9.2742,0.2682,0.0,0.0,0.0,0.3245,0.8243,-0.0559,-7.27,32.45,16.19,35.884735,14.480291,58.96,NaN,0.0,3.790092,,17 / 28,1591521,2021-05-02 13:58:27:723
-2.1906,-9.3302,0.2336,-3.1762,-9.2742,0.2682,0.0,0.0,0.0,0.3245,0.8243,-0.0559,-7.27,32.45,16.19,35.884735,14.480291,58.96,NaN,0.0,3.790092,,17 / 28,1591521,2021-05-02 13:58:27:723
-4.2852,-8.9626,0.2587,-1.946,-9.284,2.4882,0.0,0.0,0.0,1.2328,-2.4837,0.5148,-8.54,33.76,17.37,35.884724,14.480289,59.08,NaN,2.88,3.790092,193.3,16 / 28,1591954,2021-05-02 13:58:28:156
-4.2565,-9.6021,1.4677,-2.8213,-9.3789,0.4958,0.6716,-2.9326,0.0681,-1.5833,1.1996,-1.3081,-4.45,37.41,10.75,35.884724,14.480289,59.08,NaN,2.88,3.790092,193.3,16 / 28,1592455,2021-05-02 13:58:28:657
-2.2349,-12.853,-8.7718,-1.6115,-9.3906,-2.3217,2.6097,-1.5,-2.4803,0.5328,0.0365,-0.0779,-12.76,28.91,22.29,35.884724,14.480289,59.08,NaN,2.88,3.790092,193.3,15 / 28,1592955,2021-05-02 13:58:29:157
-2.8442,-8.9231,0.2204,-3.511,-9.1563,-0.074,1.5021,-0.0289,1.257,0.5889,-0.5635,0.3268,1.32,31.17,24.69,35.884724,14.480289,59.08,NaN,2.88,3.790092,193.3,15 / 28,1593453,2021-05-02 13:58:29:655
-3.5803,-6.449,-1.4734,0.2902,-8.9408,-4.0186,-5.496,3.604,1.4495,1.3639,-0.4817,1.4596,-4.64,26.24,29.56,35.884716,14.480292,60.04,NaN,1.37,3.790092,180.5,18 / 28,1593954,2021-05-02 13:58:30:156
-2.7544,-9.195,-0.347,-3.1047,-9.2772,-0.6813,0.8106,0.0816,1.9034,0.3047,-0.5342,-0.088,2.43,29.4,29.1,35.884716,14.480292,60.04,NaN,1.37,3.790092,180.5,18 / 28,1594454,2021-05-02 13:58:30:656
-4.5547,-10.1324,2.4242,-4.1168,-8.8844,0.5385,-0.2252,0.288,-0.7248,0.1524,-0.3767,-0.3047,10.88,30.94,25.72,35.884693,14.4803,60.38,NaN,6.7,3.790092,166.1,18 / 28,1594954,2021-05-02 13:58:31:156
-3.4534,-9.4463,-2.4096,-2.6716,-9.1547,-2.2859,-0.2445,0.2397,0.8965,-0.3656,-0.1616,-0.7869,9.6,26.01,29.89,35.884693,14.4803,60.38,NaN,6.7,3.790092,166.1,18 / 28,1595454,2021-05-02 13:58:31:656
-4.0962,-8.5534,-2.6333,-1.1144,-9.3964,-2.5762,-2.28,1.0952,0.2153,0.3602,-0.3025,0.0806,8.89,22.0,32.9,35.88468,14.48031,60.45,NaN,3.46,3.790092,135.8,16 / 28,1595954,2021-05-02 13:58:32:156
-3.973,-8.6934,1.7169,-3.0015,-9.3015,-0.802,0.0655,-0.7299,2.3658,-0.3671,-0.281,0.4474,14.82,24.39,28.37,35.88468,14.48031,60.45,NaN,3.46,3.790092,135.8,16 / 28,1596457,2021-05-02 13:58:32:659
-0.553,-10.089,1.1674,-3.6489,-9.0915,0.4483,0.6316,-0.4889,-0.6244,0.1657,0.43,0.5098,25.11,23.33,21.17,35.88467,14.480319,60.46,NaN,2.63,3.790092,113.2,16 / 28,1596957,2021-05-02 13:58:33:159
-2.2636,-9.8821,-2.1891,-1.3623,-9.362,-2.5821,-4.0594,0.0157,0.0696,-0.4494,1.9865,-1.8926,20.18,22.98,25.39,35.88467,14.480319,60.46,NaN,2.63,3.790092,113.2,16 / 28,1597454,2021-05-02 13:58:33:656
-3.0619,-7.835,-2.1628,-1.6814,-9.1108,-3.2151,0.0,0.0,0.0,-0.5887,0.5032,1.0829,12.02,22.41,30.41,35.88467,14.480333,61.24,NaN,1.87,3.790092,82.9,18 / 28,1597955,2021-05-02 13:58:34:157
-3.0619,-7.835,-2.1628,-1.6814,-9.1108,-3.2151,0.0,0.0,0.0,-0.5887,0.5032,1.0829,12.02,22.41,30.41,35.88467,14.480333,61.24,NaN,1.87,3.790092,82.9,18 / 28,1598371,2021-05-02 13:58:34:573
-3.0571,-9.329,0.2527,-3.1318,-9.2832,-0.4294,0.0,0.0,0.0,0.4109,-0.1584,0.3531,11.13,24.22,29.59,35.88467,14.480333,61.24,NaN,1.87,3.790092,82.9,19 / 28,1598774,2021-05-02 13:58:34:976
-3.0571,-9.329,0.2527,-3.1318,-9.2832,-0.4294,0.0,0.0,0.0,0.4109,-0.1584,0.3531,11.13,24.22,29.59,35.88467,14.480333,61.24,NaN,1.87,3.790092,82.9,19 / 28,1598774,2021-05-02 13:58:34:976
-2.8693,-9.6368,0.3317,-3.6689,-9.0944,-0.0348,0.0,0.0,0.0,-0.0228,-0.0525,-0.0026,15.95,27.58,24.45,35.88467,14.480333,61.24,NaN,1.87,3.790092,82.9,18 / 28,1599245,2021-05-02 13:58:35:447
-2.8693,-9.6368,0.3317,-3.6689,-9.0944,-0.0348,0.0,0.0,0.0,-0.0228,-0.0525,-0.0026,15.95,27.58,24.45,35.88467,14.480333,61.24,NaN,1.87,3.790092,82.9,18 / 28,1599245,2021-05-02 13:58:35:447
-2.7604,-9.0873,-2.6477,-3.4079,-9.1933,-0.1966,0.0,0.0,0.0,-0.0121,0.802,0.0557,13.82,28.72,24.28,35.88467,14.480333,61.24,NaN,1.87,3.790092,82.9,17 / 28,1599660,2021-05-02 13:58:35:862
-2.7604,-9.0873,-2.6477,-3.4079,-9.1933,-0.1966,0.0,0.0,0.0,-0.0121,0.802,0.0557,13.82,28.72,24.28,35.88467,14.480333,61.24,NaN,1.87,3.790092,82.9,17 / 28,1599661,2021-05-02 13:58:35:863
-2.0946,-8.9856,-3.1816,-2.5043,-9.1326,-2.5483,0.0,0.0,0.0,-0.3115,-1.2793,-0.6084,-5.29,28.06,27.86,35.88467,14.48034,61.19,NaN,0.0,3.790092,,17 / 28,1600141,2021-05-02 13:58:36:343
-2.0946,-8.9856,-3.1816,-2.5043,-9.1326,-2.5483,0.0,0.0,0.0,-0.3115,-1.2793,-0.6084,-5.29,28.06,27.86,35.88467,14.48034,61.19,NaN,0.0,3.790092,,17 / 28,1600142,2021-05-02 13:58:36:344
-3.8725,-8.8693,0.8704,-3.2594,-9.2346,0.5189,0.0,0.0,0.0,0.3076,0.6661,-0.0324,2.66,22.94,32.02,35.88467,14.48034,61.19,NaN,0.0,3.790092,,18 / 28,1600572,2021-05-02 13:58:36:774
-3.8725,-8.8693,0.8704,-3.2594,-9.2346,0.5189,0.0,0.0,0.0,0.3076,0.6661,-0.0324,2.66,22.94,32.02,35.88467,14.48034,61.19,NaN,0.0,3.790092,,18 / 28,1600573,2021-05-02 13:58:36:775
-2.6536,-6.5973,4.6591,-4.2224,-8.8241,-0.6913,0.0,0.0,0.0,0.3518,-0.2683,-0.0024,-10.3,36.09,12.04,35.88467,14.48034,61.19,NaN,0.0,3.790092,,16 / 28,1601017,2021-05-02 13:58:37:219
-2.6536,-6.5973,4.6591,-4.2224,-8.8241,-0.6913,0.0,0.0,0.0,0.3518,-0.2683,-0.0024,-10.3,36.09,12.04,35.88467,14.48034,61.19,NaN,0.0,3.790092,,16 / 28,1601018,2021-05-02 13:58:37:220
-3.4546,-8.9399,0.7436,-2.8393,-9.3851,0.168,0.0,0.0,0.0,0.4109,-0.9882,-0.1901,-11.39,37.49,0.13,35.884678,14.480336,60.84,NaN,0.9,3.790092,306.9,17 / 28,1601459,2021-05-02 13:58:37:661
-3.4546,-8.9399,0.7436,-2.8393,-9.3851,0.168,0.0,0.0,0.0,0.4109,-0.9882,-0.1901,-11.39,37.49,0.13,35.884678,14.480336,60.84,NaN,0.9,3.790092,306.9,17 / 28,1601459,2021-05-02 13:58:37:661
-3.4594,-9.3123,0.6849,-3.2168,-9.2099,0.9998,0.0,0.0,0.0,0.1341,-0.2011,0.2169,-7.98,36.87,-13.65,35.884678,14.480336,60.84,NaN,0.9,3.790092,306.9,17 / 28,1601916,2021-05-02 13:58:38:118
-2.0204,-9.5037,1.2344,-1.1218,-9.3242,-2.8234,0.0,0.0,0.0,1.3171,-0.0165,0.4429,-18.31,36.37,2.49,35.884678,14.480336,60.84,NaN,0.9,3.790092,306.9,17 / 28,1602252,2021-05-02 13:58:38:454
-3.9981,-10.0965,0.7519,-5.8301,-7.4838,-2.4846,0.0,0.0,0.0,-0.6893,1.5453,-1.2435,-11.53,38.95,3.17,35.88468,14.480329,61.16,NaN,0.0,3.790092,,19 / 28,1602739,2021-05-02 13:58:38:941
-3.9981,-10.0965,0.7519,-5.8301,-7.4838,-2.4846,0.0,0.0,0.0,-0.6893,1.5453,-1.2435,-11.53,38.95,3.17,35.88468,14.480329,61.16,NaN,0.0,3.790092,,19 / 28,1602740,2021-05-02 13:58:38:942
-1.7716,-9.3422,-1.41,-2.3575,-9.4075,-1.4532,0.0,0.0,0.0,-0.035,-0.2931,-0.7672,-15.26,36.89,4.03,35.88468,14.480329,61.16,NaN,0.0,3.790092,,18 / 28,1603163,2021-05-02 13:58:39:365
-1.7716,-9.3422,-1.41,-2.3575,-9.4075,-1.4532,0.0,0.0,0.0,-0.035,-0.2931,-0.7672,-15.26,36.89,4.03,35.88468,14.480329,61.16,NaN,0.0,3.790092,,18 / 28,1603163,2021-05-02 13:58:39:365
-6.8542,-4.3863,-5.3554,-5.3209,-8.0784,-1.6121,0.0,0.0,0.0,-0.0655,-0.0651,0.0467,-11.48,38.86,-4.81,35.88468,14.480329,61.16,NaN,0.0,3.790092,,18 / 28,1603623,2021-05-02 13:58:39:825
-6.8542,-4.3863,-5.3554,-5.3209,-8.0784,-1.6121,0.0,0.0,0.0,-0.0655,-0.0651,0.0467,-11.48,38.86,-4.81,35.88468,14.480329,61.16,NaN,0.0,3.790092,,18 / 28,1603624,2021-05-02 13:58:39:826
-1.069,-9.571,-7.3639,-6.9051,-5.213,-4.6167,0.0,0.0,0.0,1.9863,0.3143,1.6757,-11.74,36.88,12.75,35.88469,14.480339,61.66,NaN,5.65,3.790092,56.8,18 / 28,1604026,2021-05-02 13:58:40:228
-1.069,-9.571,-7.3639,-6.9051,-5.213,-4.6167,0.0,0.0,0.0,1.9863,0.3143,1.6757,-11.74,36.88,12.75,35.88469,14.480339,61.66,NaN,5.65,3.790092,56.8,18 / 28,1604027,2021-05-02 13:58:40:229
-4.8168,-16.7997,0.2827,-1.6877,-8.9676,-3.5922,0.0,0.0,0.0,0.2556,0.8782,1.1389,-11.15,38.93,-0.05,35.88469,14.480339,61.66,NaN,5.65,3.790092,56.8,19 / 28,1604477,2021-05-02 13:58:40:679
-4.8168,-16.7997,0.2827,-1.6877,-8.9676,-3.5922,0.0,0.0,0.0,0.2556,0.8782,1.1389,-11.15,38.93,-0.05,35.88469,14.480339,61.66,NaN,5.65,3.790092,56.8,19 / 28,1604478,2021-05-02 13:58:40:680
-1.6496,-7.634,-2.1257,-3.0682,-9.0821,-2.0669,0.0,0.0,0.0,-0.0675,-0.7764,-0.5282,-1.52,37.44,-14.73,35.884697,14.480349,61.66,NaN,3.92,3.790092,45.3,18 / 28,1604884,2021-05-02 13:58:41:086
0.1714,-9.0885,-2.3411,-4.1338,-8.7402,1.6404,-1.974,-0.0262,-0.4957,2.0512,-3.9459,0.9816,-12.15,33.76,-8.86,35.884697,14.480349,61.66,NaN,3.92,3.790092,45.3,18 / 28,1605387,2021-05-02 13:58:41:589
-3.4259,-8.0698,0.0254,-3.8131,-8.9143,-1.4716,1.3043,-0.2646,1.5285,-1.1056,0.7582,0.3138,-12.04,33.73,0.23,35.884697,14.480355,61.39,NaN,3.46,3.790092,76.0,18 / 28,1605886,2021-05-02 13:58:42:088
-5.0611,-9.2704,1.311,-3.897,-7.8431,-4.4125,-0.486,3.0236,3.6187,2.0004,0.4059,0.3367,-12.3,30.99,13.99,35.884697,14.480355,61.39,NaN,3.46,3.790092,76.0,18 / 28,1606383,2021-05-02 13:58:42:585
-3.3278,-7.209,2.726,-4.7097,-8.585,0.5353,1.2717,-3.6771,-0.8786,-1.3972,-0.7946,-0.1581,-9.37,36.47,2.22,35.8847,14.480364,61.34,NaN,4.28,3.790092,71.9,18 / 28,1606883,2021-05-02 13:58:43:085
-3.4092,-8.886,-0.05,-4.6208,-8.6257,-0.6452,1.8856,-0.5311,1.6638,-1.0009,-0.8578,0.2692,-8.86,38.71,0.63,35.8847,14.480364,61.34,NaN,4.28,3.790092,71.9,18 / 28,1607383,2021-05-02 13:58:43:585
-0.8844,-8.3928,-2.68,-2.6478,-8.2653,-4.5656,-0.5514,0.8441,2.4924,-0.5403,0.6938,-0.5401,-9.5,38.1,6.58,35.8847,14.480364,61.34,NaN,4.28,3.790092,71.9,19 / 28,1608171,2021-05-02 13:58:44:373
-0.8844,-8.3928,-2.68,-2.6478,-8.2653,-4.5656,-0.5514,0.8441,2.4924,-0.5403,0.6938,-0.5401,-9.5,38.1,6.58,35.8847,14.480364,61.34,NaN,4.28,3.790092,71.9,19 / 28,1608179,2021-05-02 13:58:44:381
-1.9929,-7.6508,-4.6205,-0.3101,-8.4909,-4.8968,0.0,0.0,0.0,-0.3328,-0.2601,-0.5273,-11.93,37.16,7.03,35.884697,14.480376,61.7,NaN,5.83,3.790092,96.8,18 / 28,1608583,2021-05-02 13:58:44:785
-1.9929,-7.6508,-4.6205,-0.3101,-8.4909,-4.8968,0.0,0.0,0.0,-0.3328,-0.2601,-0.5273,-11.93,37.16,7.03,35.884697,14.480376,61.7,NaN,5.83,3.790092,96.8,18 / 28,1608584,2021-05-02 13:58:44:786
-1.4554,4.3137,11.7087,4.2142,0.9641,-8.8023,0.0,0.0,0.0,-1.5413,2.3696,-4.7791,-4.26,33.98,-7.0,35.884686,14.480368,60.94,NaN,5.11,3.790092,210.5,19 / 28,1609029,2021-05-02 13:58:45:231
-1.4554,4.3137,11.7087,4.2142,0.9641,-8.8023,0.0,0.0,0.0,-1.5413,2.3696,-4.7791,-4.26,33.98,-7.0,35.884686,14.480368,60.94,NaN,5.11,3.790092,210.5,19 / 28,1609029,2021-05-02 13:58:45:231
-6.865,0.999,3.9529,-6.4424,2.6328,6.909,0.0,0.0,0.0,2.2922,0.7104,4.5578,-8.15,32.09,-6.01,35.884678,14.480354,60.31,NaN,5.51,3.790092,224.8,18 / 28,1609476,2021-05-02 13:58:45:678
-30.1295,-42.006,-1.3549,-2.5133,-9.3221,-1.7182,-7.7464,-15.9333,-2.8232,-0.8077,0.5177,-2.956,4.27,38.05,-0.17,35.884678,14.480354,60.31,NaN,5.51,3.790092,224.8,18 / 28,1610043,2021-05-02 13:58:46:245
-4.7641,3.7941,8.5998,-6.8172,0.413,7.0375,0.0,0.0,0.0,1.1186,-2.0482,0.2138,2.05,37.28,3.05,35.884663,14.480339,60.19,NaN,5.62,3.790092,208.7,18 / 28,1610460,2021-05-02 13:58:46:662
-4.7641,3.7941,8.5998,-6.8172,0.413,7.0375,0.0,0.0,0.0,1.1186,-2.0482,0.2138,2.05,37.28,3.05,35.884663,14.480339,60.19,NaN,5.62,3.790092,208.7,18 / 28,1610461,2021-05-02 13:58:46:663
-5.7338,3.2901,-7.9902,0.5911,4.6039,-8.6386,0.0,0.0,0.0,-2.8388,0.5493,-5.5152,3.55,36.6,12.16,35.88465,14.480324,60.03,NaN,6.59,3.948644,214.1,19 / 28,1610879,2021-05-02 13:58:47:081
-5.7338,3.2901,-7.9902,0.5911,4.6039,-8.6386,0.0,0.0,0.0,-2.8388,0.5493,-5.5152,3.55,36.6,12.16,35.88465,14.480324,60.03,NaN,6.59,3.948644,214.1,19 / 28,1610880,2021-05-02 13:58:47:082
6.979,-2.0521,-12.7149,-1.5228,-9.1672,-3.1327,0.0,0.0,0.0,2.9128,3.081,2.4967,13.38,22.18,29.85,35.88463,14.480347,61.26,NaN,11.84,3.790092,151.6,18 / 28,1611314,2021-05-02 13:58:47:516
6.979,-2.0521,-12.7149,-1.5228,-9.1672,-3.1327,0.0,0.0,0.0,2.9128,3.081,2.4967,13.38,22.18,29.85,35.88463,14.480347,61.26,NaN,11.84,3.790092,151.6,18 / 28,1611315,2021-05-02 13:58:47:517
-5.2669,15.1241,-16.1815,-8.9149,0.5997,-4.0418,0.0,0.0,0.0,-2.7826,-3.2908,1.7438,18.4,19.15,27.05,35.884613,14.480369,61.71,NaN,9.11,3.790092,125.2,17 / 28,1611776,2021-05-02 13:58:47:978
-5.2669,15.1241,-16.1815,-8.9149,0.5997,-4.0418,0.0,0.0,0.0,-2.7826,-3.2908,1.7438,18.4,19.15,27.05,35.884613,14.480369,61.71,NaN,9.11,3.790092,125.2,17 / 28,1611777,2021-05-02 13:58:47:979
-11.9453,-11.0755,-1.2003,-4.6231,-8.0021,-3.2807,0.0,0.0,0.0,1.4439,-0.2427,1.1606,28.43,1.31,25.8,35.88461,14.480392,62.7,NaN,8.17,3.790092,108.9,18 / 28,1612221,2021-05-02 13:58:48:423
-11.9453,-11.0755,-1.2003,-4.6231,-8.0021,-3.2807,0.0,0.0,0.0,1.4439,-0.2427,1.1606,28.43,1.31,25.8,35.88461,14.480392,62.7,NaN,8.17,3.790092,108.9,18 / 28,1612221,2021-05-02 13:58:48:423
-17.0459,-11.2409,-2.394,-4.2886,-7.1481,-5.1656,0.0,0.0,0.0,1.3521,-1.3984,0.4737,32.76,25.35,-8.16,35.884613,14.480417,63.22,NaN,7.99,3.893894,92.1,17 / 28,1612637,2021-05-02 13:58:48:839
-17.0459,-11.2409,-2.394,-4.2886,-7.1481,-5.1656,0.0,0.0,0.0,1.3521,-1.3984,0.4737,32.76,25.35,-8.16,35.884613,14.480417,63.22,NaN,7.99,3.893894,92.1,17 / 28,1612637,2021-05-02 13:58:48:839
-10.5458,-2.6818,5.4191,-6.7675,-4.2797,5.6618,0.0,0.0,0.0,2.2523,-0.7811,1.1217,22.86,32.51,-8.34,35.884624,14.480441,63.45,NaN,7.78,4.26742,73.1,18 / 28,1613116,2021-05-02 13:58:49:318
-10.5458,-2.6818,5.4191,-6.7675,-4.2797,5.6618,0.0,0.0,0.0,2.2523,-0.7811,1.1217,22.86,32.51,-8.34,35.884624,14.480441,63.45,NaN,7.78,4.26742,73.1,18 / 28,1613116,2021-05-02 13:58:49:318
-7.2745,-5.1455,8.5472,-7.5958,-5.3373,3.1601,0.0,0.0,0.0,1.4527,-0.7127,1.0365,23.36,28.54,-12.0,35.884647,14.480456,66.11,NaN,9.0,3.94644,31.5,18 / 28,1613511,2021-05-02 13:58:49:713
-7.2745,-5.1455,8.5472,-7.5958,-5.3373,3.1601,0.0,0.0,0.0,1.4527,-0.7127,1.0365,23.36,28.54,-12.0,35.884647,14.480456,66.11,NaN,9.0,3.94644,31.5,18 / 28,1613511,2021-05-02 13:58:49:713
-4.0651,-11.9112,8.1975,-7.2954,-6.49,-0.9091,-2.3823,3.048,1.3222,1.1414,1.3681,0.9703,23.78,26.74,-13.8,35.88468,14.48044,64.24,NaN,5.4,3.790092,353.0,18 / 28,1614006,2021-05-02 13:58:50:208
-4.0651,-11.9112,8.1975,-7.2954,-6.49,-0.9091,-2.3823,3.048,1.3222,1.1414,1.3681,0.9703,23.78,26.74,-13.8,35.88468,14.48044,64.24,NaN,5.4,3.790092,353.0,18 / 28,1614007,2021-05-02 13:58:50:209
-8.2056,-4.8808,4.943,-6.5151,-6.4812,3.4232,0.0,0.0,0.0,2.4683,0.4039,0.6667,33.25,18.54,-5.72,35.884705,14.480431,64.08,NaN,5.54,3.790092,2.5,18 / 28,1614421,2021-05-02 13:58:50:623
-8.2056,-4.8808,4.943,-6.5151,-6.4812,3.4232,0.0,0.0,0.0,2.4683,0.4039,0.6667,33.25,18.54,-5.72,35.884705,14.480431,64.08,NaN,5.54,3.790092,2.5,18 / 28,1614421,2021-05-02 13:58:50:623
-8.2056,-4.8808,4.943,-6.5151,-6.4812,3.4232,0.0,0.0,0.0,2.4683,0.4039,0.6667,33.25,18.54,-5.72,35.88472,14.480426,63.76,NaN,4.86,3.790092,358.6,18 / 28,1614832,2021-05-02 13:58:51:034
-8.2056,-4.8808,4.943,-6.5151,-6.4812,3.4232,0.0,0.0,0.0,2.4683,0.4039,0.6667,33.25,18.54,-5.72,35.88472,14.480426,63.76,NaN,4.86,3.790092,358.6,18 / 28,1614839,2021-05-02 13:58:51:041
-10.3376,-5.3967,2.7272,-8.8905,-2.7623,3.0819,0.0,0.0,0.0,2.8168,1.0074,-0.5872,34.53,18.9,-3.78,35.88473,14.480424,63.46,NaN,4.28,3.790092,11.6,18 / 28,1615258,2021-05-02 13:58:51:460
-10.3376,-5.3967,2.7272,-8.8905,-2.7623,3.0819,0.0,0.0,0.0,2.8168,1.0074,-0.5872,34.53,18.9,-3.78,35.88473,14.480424,63.46,NaN,4.28,3.790092,11.6,18 / 28,1615258,2021-05-02 13:58:51:460
-3.0811,-6.7388,-0.3876,-5.9739,-7.6355,-1.4773,0.0,0.0,0.0,0.567,-0.6122,0.6579,36.78,14.76,8.08,35.884735,14.480417,62.37,NaN,1.87,3.790092,19.4,18 / 28,1615684,2021-05-02 13:58:51:886
-3.0811,-6.7388,-0.3876,-5.9739,-7.6355,-1.4773,0.0,0.0,0.0,0.567,-0.6122,0.6579,36.78,14.76,8.08,35.884735,14.480417,62.37,NaN,1.87,3.790092,19.4,18 / 28,1615685,2021-05-02 13:58:51:887
-1.9642,-9.2118,0.8225,-0.3759,-9.7429,1.0513,0.0,0.0,0.0,2.8175,-0.2885,0.3488,20.63,16.91,28.0,35.884735,14.480417,62.37,NaN,1.87,3.790092,19.4,18 / 28,1616099,2021-05-02 13:58:52:301
-1.9642,-9.2118,0.8225,-0.3759,-9.7429,1.0513,0.0,0.0,0.0,2.8175,-0.2885,0.3488,20.63,16.91,28.0,35.884735,14.480417,62.37,NaN,1.87,3.790092,19.4,18 / 28,1616099,2021-05-02 13:58:52:301
-5.6369,-8.0602,-0.2883,-5.5438,-8.0889,-0.0803,0.0,0.0,0.0,-0.1049,-0.1326,-0.016,-2.38,42.41,-2.15,35.884735,14.480401,61.65,NaN,0.0,3.790092,,18 / 28,1616515,2021-05-02 13:58:52:717
-2.7123,-7.7405,-1.6002,-4.4616,-8.1906,-3.0297,0.5078,-0.0016,0.8624,0.0597,0.3073,0.3664,-5.2,42.11,0.32,35.884735,14.480401,61.65,NaN,0.0,3.790092,,18 / 28,1617015,2021-05-02 13:58:53:217
-4.046,-9.0718,-0.1687,-5.0614,-8.3993,-0.0689,1.1014,-0.7253,-0.08,0.4997,0.3738,-0.0544,-3.71,41.21,-7.92,35.884735,14.480401,61.65,NaN,0.0,3.790092,,17 / 28,1617515,2021-05-02 13:58:53:717
-5.5373,-8.0566,0.4238,-4.7289,-8.589,-0.1914,0.1829,-0.1033,0.316,0.4846,1.2551,-0.1237,2.23,36.59,-22.0,35.884735,14.480401,61.65,NaN,0.0,3.790092,,17 / 28,1618011,2021-05-02 13:58:54:213
-5.4691,-7.7022,0.7256,-4.4329,-8.6487,-1.3112,-3.2212,0.8964,1.8632,0.9512,3.1329,0.52,17.34,29.93,-23.62,35.884735,14.480401,61.65,NaN,0.0,3.790092,,18 / 28,1618512,2021-05-02 13:58:54:714
-4.7282,-9.8521,-4.8802,-5.7887,-7.9084,-0.3443,-0.4504,-1.7296,-4.7259,0.74,0.8489,0.1562,38.43,12.52,-2.46,35.884735,14.480401,61.65,NaN,0.0,3.790092,,18 / 28,1619012,2021-05-02 13:58:55:214
-6.6314,-7.0738,-0.6568,-5.6832,-7.9834,-0.3698,3.3308,-2.321,2.4362,0.4868,-0.3888,-0.2333,39.76,9.42,-0.04,35.884735,14.480401,61.65,NaN,0.0,3.790092,,17 / 28,1619551,2021-05-02 13:58:55:753
-5.4667,-8.1165,0.3257,-5.4801,-8.1292,0.2358,0.2722,-0.1431,0.0634,-0.0567,-0.1118,0.1025,40.04,8.6,-2.21,35.884735,14.480401,61.65,NaN,0.0,3.790092,,17 / 28,1620012,2021-05-02 13:58:56:214
-5.1138,-8.2636,0.0099,-5.3562,-8.2122,0.2004,-0.1033,0.0106,0.0089,-0.0081,0.195,-0.0481,40.04,8.44,-2.6,35.884735,14.480401,61.65,NaN,0.0,3.790092,,18 / 28,1620515,2021-05-02 13:58:56:717
-5.3518,-8.26,-0.0739,-5.341,-8.2245,0.042,-0.0404,-0.0255,-0.0785,-0.0134,-0.0548,0.0156,40.03,8.61,-1.57,35.884735,14.480401,61.65,NaN,0.0,3.790092,,18 / 28,1621053,2021-05-02 13:58:57:255
-7.084,-7.8975,0.1977,-5.1129,-8.3666,-0.1722,0.1376,-0.033,-0.2036,-0.0255,0.7309,-0.5586,39.99,8.77,0.63,35.884735,14.480401,61.65,NaN,0.0,3.790092,,18 / 28,1621516,2021-05-02 13:58:57:718
-1.0774,-10.6481,-1.5009,-4.8308,-8.444,-1.2379,3.9983,-1.8975,0.8371,0.8405,1.0697,0.624,34.72,12.51,13.24,35.884735,14.480401,61.65,NaN,0.0,3.790092,,18 / 28,1622015,2021-05-02 13:58:58:217
-5.1951,-8.2277,-0.9694,-4.9943,-8.3766,-1.0295,-0.6907,0.3096,-0.0018,0.4352,0.2613,0.1535,27.08,15.25,25.93,35.884735,14.480401,61.65,NaN,0.0,3.790092,,17 / 28,1622515,2021-05-02 13:58:58:717
-5.359,-8.199,-0.7732,-5.1938,-8.2984,-0.5752,0.2702,-0.3236,-0.2836,0.2304,0.1442,0.0805,27.11,15.47,25.72,35.884735,14.480401,61.65,NaN,0.0,3.790092,,17 / 28,1623065,2021-05-02 13:58:59:267
-5.1401,-8.4996,-0.9479,-5.1938,-8.2984,-0.5752,0.2702,-0.3236,-0.2836,0.1168,-0.0373,-0.0276,27.04,15.87,25.52,35.884727,14.480398,61.49,NaN,0.0,3.790092,,18 / 27,1623476,2021-05-02 13:58:59:678
-5.1401,-8.4996,-0.9479,-5.1938,-8.2984,-0.5752,0.2702,-0.3236,-0.2836,0.1168,-0.0373,-0.0276,27.04,15.87,25.52,35.884727,14.480398,61.49,NaN,0.0,3.790092,,18 / 27,1623476,2021-05-02 13:58:59:678
-3.6951,-9.2991,-0.8474,-3.7859,-9.0293,-0.5569,0.0,0.0,0.0,-0.016,-0.0921,-0.058,26.66,17.82,24.74,35.884727,14.480398,61.49,NaN,0.0,3.790092,,18 / 28,1623893,2021-05-02 13:59:00:095
-3.6951,-9.2991,-0.8474,-3.7859,-9.0293,-0.5569,0.0,0.0,0.0,-0.016,-0.0921,-0.058,26.66,17.82,24.74,35.884727,14.480398,61.49,NaN,0.0,3.790092,,18 / 28,1623894,2021-05-02 13:59:00:096
-3.9203,-10.0424,-2.7063,-7.7811,-4.1129,4.3255,0.0,0.0,0.0,1.5778,0.2663,-0.2582,23.94,11.88,29.11,35.884724,14.480403,61.43,NaN,1.91,3.790092,127.3,18 / 28,1624505,2021-05-02 13:59:00:707
