ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms,YYYY-MO-DD HH-MI-SS_SSS
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416239,2021-03-31 13:07:55:431
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416239,2021-03-31 13:07:55:431
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416239,2021-03-31 13:07:55:431
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416240,2021-03-31 13:07:55:432
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416240,2021-03-31 13:07:55:432
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416240,2021-03-31 13:07:55:432
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416240,2021-03-31 13:07:55:432
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416241,2021-03-31 13:07:55:433
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416241,2021-03-31 13:07:55:433
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416241,2021-03-31 13:07:55:433
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416241,2021-03-31 13:07:55:433
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416242,2021-03-31 13:07:55:434
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416243,2021-03-31 13:07:55:435
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416243,2021-03-31 13:07:55:435
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416243,2021-03-31 13:07:55:435
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416243,2021-03-31 13:07:55:435
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416244,2021-03-31 13:07:55:436
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416244,2021-03-31 13:07:55:436
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416245,2021-03-31 13:07:55:437
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416245,2021-03-31 13:07:55:437
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416245,2021-03-31 13:07:55:437
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416245,2021-03-31 13:07:55:437
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416246,2021-03-31 13:07:55:438
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416246,2021-03-31 13:07:55:438
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416246,2021-03-31 13:07:55:438
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416247,2021-03-31 13:07:55:439
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416247,2021-03-31 13:07:55:439
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416247,2021-03-31 13:07:55:439
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416247,2021-03-31 13:07:55:439
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416247,2021-03-31 13:07:55:439
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416247,2021-03-31 13:07:55:439
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416248,2021-03-31 13:07:55:440
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416249,2021-03-31 13:07:55:441
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416249,2021-03-31 13:07:55:441
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416249,2021-03-31 13:07:55:441
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416249,2021-03-31 13:07:55:441
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416250,2021-03-31 13:07:55:442
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416250,2021-03-31 13:07:55:442
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416250,2021-03-31 13:07:55:442
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416250,2021-03-31 13:07:55:442
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416250,2021-03-31 13:07:55:442
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416250,2021-03-31 13:07:55:442
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416250,2021-03-31 13:07:55:442
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416251,2021-03-31 13:07:55:443
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416251,2021-03-31 13:07:55:443
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416251,2021-03-31 13:07:55:443
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416251,2021-03-31 13:07:55:443
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416252,2021-03-31 13:07:55:444
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416253,2021-03-31 13:07:55:445
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416253,2021-03-31 13:07:55:445
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416253,2021-03-31 13:07:55:445
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416253,2021-03-31 13:07:55:445
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416254,2021-03-31 13:07:55:446
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416254,2021-03-31 13:07:55:446
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416254,2021-03-31 13:07:55:446
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416254,2021-03-31 13:07:55:446
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416255,2021-03-31 13:07:55:447
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416255,2021-03-31 13:07:55:447
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416255,2021-03-31 13:07:55:447
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416255,2021-03-31 13:07:55:447
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416255,2021-03-31 13:07:55:447
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416255,2021-03-31 13:07:55:447
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416255,2021-03-31 13:07:55:447
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416255,2021-03-31 13:07:55:447
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416256,2021-03-31 13:07:55:448
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416256,2021-03-31 13:07:55:448
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416256,2021-03-31 13:07:55:448
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416256,2021-03-31 13:07:55:448
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416256,2021-03-31 13:07:55:448
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416256,2021-03-31 13:07:55:448
-0.6128,3.9702,7.6094,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.2427,-0.3268,0.2289,416256,2021-03-31 13:07:55:448
